node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3133	156110	protein	protein	HLA-E	nef
3133	156110	protein	protein	HLA-E	nef
3133	156110	protein	protein	HLA-E	nef
3133	156110	protein	protein	HLA-E	nef
3133	156110	protein	protein	HLA-E	nef
3133	156110	protein	protein	HLA-E	nef
3134	156110	protein	protein	HLA-F	nef
3134	156110	protein	protein	HLA-F	nef
3134	156110	protein	protein	HLA-F	nef
3134	156110	protein	protein	HLA-F	nef
3134	156110	protein	protein	HLA-F	nef
3134	156110	protein	protein	HLA-F	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
920	155871	protein	protein	CD4	tat
3105	155871	protein	protein	HLA-A	tat
3106	155871	protein	protein	HLA-B	tat
3107	155871	protein	protein	HLA-C	tat
3133	155871	protein	protein	HLA-E	tat
3134	155871	protein	protein	HLA-F	tat
3135	155871	protein	protein	HLA-G	tat
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
3133	155971	protein	protein	HLA-E	env
3134	155971	protein	protein	HLA-F	env
3135	155971	protein	protein	HLA-G	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
3107	155971	protein	protein	HLA-C	env
3107	155971	protein	protein	HLA-C	env
3133	155971	protein	protein	HLA-E	env
3133	155971	protein	protein	HLA-E	env
3134	155971	protein	protein	HLA-F	env
3135	155971	protein	protein	HLA-G	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
3133	155971	protein	protein	HLA-E	env
3134	155971	protein	protein	HLA-F	env
3135	155971	protein	protein	HLA-G	env
3105	155971	protein	protein	HLA-A	env
3105	155971	protein	protein	HLA-A	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3106	155971	protein	protein	HLA-B	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
3107	155971	protein	protein	HLA-C	env
3107	155971	protein	protein	HLA-C	env
3133	155971	protein	protein	HLA-E	env
3133	155971	protein	protein	HLA-E	env
3133	155971	protein	protein	HLA-E	env
3134	155971	protein	protein	HLA-F	env
3134	155971	protein	protein	HLA-F	env
3134	155971	protein	protein	HLA-F	env
3135	155971	protein	protein	HLA-G	env
3135	155971	protein	protein	HLA-G	env
3135	155971	protein	protein	HLA-G	env
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3107	156110	protein	protein	HLA-C	nef
3133	156110	protein	protein	HLA-E	nef
3134	156110	protein	protein	HLA-F	nef
3135	156110	protein	protein	HLA-G	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3133	156110	protein	protein	HLA-E	nef
3133	156110	protein	protein	HLA-E	nef
3133	156110	protein	protein	HLA-E	nef
3133	156110	protein	protein	HLA-E	nef
3133	156110	protein	protein	HLA-E	nef
3133	156110	protein	protein	HLA-E	nef
3134	156110	protein	protein	HLA-F	nef
3134	156110	protein	protein	HLA-F	nef
3134	156110	protein	protein	HLA-F	nef
3134	156110	protein	protein	HLA-F	nef
3134	156110	protein	protein	HLA-F	nef
3134	156110	protein	protein	HLA-F	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3135	156110	protein	protein	HLA-G	nef
3105	155871	protein	protein	HLA-A	tat
3106	155871	protein	protein	HLA-B	tat
3107	155871	protein	protein	HLA-C	tat
3133	155871	protein	protein	HLA-E	tat
3134	155871	protein	protein	HLA-F	tat
3135	155871	protein	protein	HLA-G	tat
3105	155871	protein	protein	HLA-A	tat
3106	155871	protein	protein	HLA-B	tat
3107	155871	protein	protein	HLA-C	tat
3133	155871	protein	protein	HLA-E	tat
3134	155871	protein	protein	HLA-F	tat
3135	155871	protein	protein	HLA-G	tat
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
3107	155971	protein	protein	HLA-C	env
3107	155971	protein	protein	HLA-C	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3107	156110	protein	protein	HLA-C	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
920	155871	protein	protein	CD4	tat
3105	155871	protein	protein	HLA-A	tat
3106	155871	protein	protein	HLA-B	tat
3107	155871	protein	protein	HLA-C	tat
920	155945	protein	protein	CD4	vpu
920	155945	protein	protein	CD4	vpu
920	155945	protein	protein	CD4	vpu
3105	155945	protein	protein	HLA-A	vpu
3106	155945	protein	protein	HLA-B	vpu
3107	155945	protein	protein	HLA-C	vpu
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
3107	155971	protein	protein	HLA-C	env
3107	155971	protein	protein	HLA-C	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
3105	155971	protein	protein	HLA-A	env
3105	155971	protein	protein	HLA-A	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3106	155971	protein	protein	HLA-B	env
3106	155971	protein	protein	HLA-B	env
3107	155971	protein	protein	HLA-C	env
3107	155971	protein	protein	HLA-C	env
3107	155971	protein	protein	HLA-C	env
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3107	156110	protein	protein	HLA-C	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3107	156110	protein	protein	HLA-C	nef
3105	155871	protein	protein	HLA-A	tat
3106	155871	protein	protein	HLA-B	tat
3107	155871	protein	protein	HLA-C	tat
3105	155871	protein	protein	HLA-A	tat
3106	155871	protein	protein	HLA-B	tat
3107	155871	protein	protein	HLA-C	tat
3105	155945	protein	protein	HLA-A	vpu
3106	155945	protein	protein	HLA-B	vpu
3107	155945	protein	protein	HLA-C	vpu
940	155971	protein	protein	CD28	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
940	155971	protein	protein	CD28	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
940	156110	protein	protein	CD28	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
940	156110	protein	protein	CD28	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
920	156110	protein	protein	CD4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
920	155871	protein	protein	CD4	tat
3105	155871	protein	protein	HLA-A	tat
3106	155871	protein	protein	HLA-B	tat
920	155945	protein	protein	CD4	vpu
920	155945	protein	protein	CD4	vpu
920	155945	protein	protein	CD4	vpu
3105	155945	protein	protein	HLA-A	vpu
3106	155945	protein	protein	HLA-B	vpu
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3105	155971	protein	protein	HLA-A	env
3105	155971	protein	protein	HLA-A	env
3105	155971	protein	protein	HLA-A	env
3106	155971	protein	protein	HLA-B	env
3106	155971	protein	protein	HLA-B	env
3106	155971	protein	protein	HLA-B	env
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3106	156110	protein	protein	HLA-B	nef
3106	156110	protein	protein	HLA-B	nef
3105	155871	protein	protein	HLA-A	tat
3106	155871	protein	protein	HLA-B	tat
3105	155871	protein	protein	HLA-A	tat
3106	155871	protein	protein	HLA-B	tat
3105	155945	protein	protein	HLA-A	vpu
3106	155945	protein	protein	HLA-B	vpu
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
