	nsc	conclusion	cid
38980	687703	CI	390364
38981	687704	CI	390365
38982	687705	CI	390366
38983	687706	CI	390367
38984	687707	CI	390368
38985	687708	CI	390369
38986	687712	CI	390370
38987	687713	CI	390371
38988	687714	CI	390372
38989	687715	CI	390373
38990	687716	CI	390374
38991	687717	CI	390375
38992	687718	CI	390376
38993	687719	CI	390377
38994	687720	CI	390378
38995	687721	CI	390379
38996	687722	CI	390380
38997	687723	CI	390381
38998	687724	CI	390382
38999	687725	CI	390383
39000	687726	CI	390384
39001	687727	CI	3005265
39002	687741	CI	390386
39003	687745	CI	5459291
39004	687746	CI	390392
39005	687747	CI	390393
39006	687748	CI	390394
39007	687749	CI	390395
39008	687750	CI	390396
39009	687751	CI	390397
39010	687752	CI	390398
39011	687753	CI	390399
39012	687754	CI	390400
39013	687755	CI	390401
39014	687756	CI	390402
39015	687757	CI	390403
39016	687758	CI	390404
39017	687759	CI	390405
39018	687760	CI	390406
39019	687761	CI	390407
39020	687762	CI	390408
39021	687763	CI	390409
39022	687764	CI	390410
39023	687765	CI	390411
39024	687766	CI	390412
39025	687767	CI	390413
39026	687768	CI	390414
39027	687769	CI	390415
39028	687770	CI	390416
39029	687771	CI	390417
39030	687772	CI	390418
39031	687773	CI	390419
39032	687774	CI	390420
39033	687775	CI	390421
39034	687776	CI	390422
39035	687777	CI	390423
39036	687778	CI	390424
39037	687779	CI	390425
39038	687780	CI	390426
39039	687781	CI	390427
39040	687782	CI	390428
39041	687783	CI	390429
39042	687784	CI	390430
39043	687785	CI	390431
39044	687786	CI	390432
39045	687787	CI	390433
39046	687788	CI	390434
39047	687789	CI	390435
39048	687790	CI	390436
39049	687791	CI	390437
39050	687792	CI	390438
39051	687793	CI	390439
39052	687794	CI	390440
39053	687795	CI	390441
39054	687796	CI	390442
39055	687797	CI	390443
39056	687798	CI	390444
39057	687799	CI	390445
39058	687800	CI	390446
39059	687801	CI	390447
39060	687802	CI	390448
39061	687803	CI	390449
39062	687804	CI	390450
39063	687805	CI	390451
39064	687806	CI	390452
39065	687807	CI	390453
39066	687808	CI	390454
39067	687809	CI	135444914
39068	687810	CI	135450450
39069	687811	CI	135408032
39070	687812	CI	135399228
39071	687813	CA	135450451
39072	687814	CI	135493985
39073	687815	CI	135493986
39074	687816	CI	135493987
39075	687817	CI	135493988
39076	687818	CI	135450452
39077	687819	CI	135450453
39078	687820	CI	135493989
39079	687826	CI	135489880
39080	687827	CI	135465259
39081	687828	CI	390469
39082	687829	CI	5469420
39083	687830	CI	5469421
39084	687838	CI	5469422
39085	687839	CI	5315472
39086	687840	CI	5469423
39087	687841	CI	5469424
39088	687842	CI	969516
39089	687843	CI	5469425
39090	687844	CI	5469426
39091	687845	CI	124072
39092	687846	CI	5315615
39093	687847	CI	390475
39094	687848	CI	390476
39095	687849	CI	5351434
39096	687850	CI	5469427
39097	687851	CI	5469428
39098	687853	CI	5469429
39099	687854	CI	6519463
39100	687855	CI	6519464
39101	687856	CI	390486
39102	687857	CI	6474478
39103	687858	CI	390490
39104	687859	CI	390491
39105	687860	CI	390492
39106	687861	CI	390493
39107	687862	CI	1354577
39108	687863	CI	3005266
39109	687864	CI	3005267
39110	687865	CI	3005268
39111	687866	CI	3005269
39112	687867	CI	3005270
39113	687868	CI	3005271
39114	687869	CI	3005272
39115	687870	CI	3005273
39116	687933	CI	390503
39117	687934	CI	390504
39118	687935	CI	24202554
39119	687936	CI	nan
39120	687937	CI	390505
39121	687945	CI	390508
39122	687949	CI	390509
39123	687950	CM	390510
39124	687951	CI	390511
39125	687952	CI	390512
39126	688021	CI	390534
39127	688022	CI	390535
39128	688023	CI	390536
39129	688026	CI	5469434
39130	688027	CI	9572011
39131	688028	CI	390541
39132	688031	CI	390543
39133	688032	CI	390544
39134	688033	CI	390545
39135	688034	CI	390546
39136	688035	CI	390547
39137	688036	CI	390548
39138	688037	CI	390550
39139	688038	CI	390552
39140	688039	CI	390553
39141	688040	CI	390554
39142	688041	CI	390555
39143	688042	CI	390556
39144	688043	CI	3755996
39145	688071	CI	390563
39146	688073	CI	390564
39147	688074	CI	5469437
39148	688076	CI	390567
39149	688077	CI	390568
39150	688078	CI	390569
39151	688081	CI	390570
39152	688082	CI	390571
39153	688083	CM	390572
39154	688084	CI	390573
39155	688085	CI	390574
39156	688132	CI	390603
39157	688133	CI	nan
39158	688134	CI	nan
39159	688135	CI	390606
39160	688136	CI	390607
39161	688137	CI	390608
39162	688138	CI	390609
39163	688139	CI	390611
39164	688140	CI	390612
39165	688141	CI	390613
39166	688142	CI	390614
39167	688143	CI	390615
39168	688284	CI	10205
39169	688285	CI	390666
39170	688303	CI	390671
39171	688304	CI	390672
39172	688305	CI	390674
39173	688307	CI	390675
39174	688308	CI	390676
39175	688314	CI	390677
39176	688315	CI	390679
39177	688316	CI	390680
39178	688317	CI	390682
39179	688318	CI	390683
39180	688319	CI	390685
39181	688320	CI	390687
39182	688321	CI	390689
39183	688322	CI	390690
39184	688323	CI	390691
39185	688324	CI	390692
39186	688325	CI	390693
39187	688326	CI	390694
39188	688327	CI	390695
39189	688328	CI	5469453
39190	688329	CI	5469454
39191	688339	CI	5469455
39192	688340	CI	390699
39193	688341	CI	5469456
39194	688342	CI	390701
39195	688343	CI	16249
39196	688344	CI	390702
39197	688345	CI	390703
39198	688346	CI	390704
39199	688347	CI	54608524
39200	688348	CI	390706
39201	688349	CI	390707
39202	688350	CI	54612620
39203	688351	CI	54608523
39204	688352	CI	390710
39205	688353	CI	390711
39206	688354	CI	390712
39207	688355	CI	390713
39208	688356	CI	390714
39209	688357	CI	390715
39210	688358	CI	390716
39211	688359	CI	390717
39212	688360	CI	390718
39213	688361	CI	390719
39214	688362	CI	390720
39215	688363	CI	390721
39216	688364	CI	390722
39217	688365	CI	390723
39218	688366	CI	390724
39219	688367	CI	5469457
39220	688368	CI	390726
39221	688369	CI	390727
39222	688370	CI	390728
39223	688371	CI	5469458
39224	688372	CI	5469459
39225	688373	CI	5469460
39226	688374	CI	390732
39227	688375	CI	5469461
39228	688493	CI	390734
39229	688494	CI	390735
39230	688495	CI	390736
39231	688496	CI	390737
39232	688497	CI	135493990
39233	688498	CI	390739
39234	688499	CI	390740
39235	688500	CI	390741
39236	688501	CI	390742
39237	688502	CI	390743
39238	688503	CI	390744
39239	688504	CI	390745
39240	688505	CI	390746
39241	688506	CI	390747
39242	688507	CI	390748
39243	688508	CI	390750
39244	688509	CI	390752
39245	688510	CI	390754
39246	688525	CI	390762
39247	688526	CI	390763
39248	688527	CI	390764
39249	688528	CI	390765
39250	688529	CI	135493991
39251	688530	CI	135493992
39252	688531	CI	5469462
39253	688532	CI	390769
39254	688533	CI	390770
39255	688534	CI	390771
39256	688535	CI	390772
39257	688536	CI	390773
39258	688537	CI	496402
39259	688539	CI	390774
39260	688540	CI	390775
39261	688541	CI	390776
39262	688542	CI	390777
39263	688713	CI	390779
39264	688714	CI	390780
39265	688715	CI	390781
39266	688716	CI	9572013
39267	688717	CI	390783
39268	688718	CI	9572014
39269	688719	CI	390785
39270	688720	CI	390786
39271	688721	CI	390787
39272	688722	CI	390788
39273	688723	CI	390789
39274	688724	CI	390790
39275	688725	CI	390791
39276	688726	CI	390792
39277	688727	CI	390793
39278	688729	CI	6712460
39279	688791	CI	390795
39280	688792	CM	390796
39281	688793	CI	390797
39282	688794	CI	390798
39283	688795	CI	390799
39284	688796	CI	390800
39285	688797	CI	77966
39286	688798	CI	148769
39287	688799	CI	390801
39288	688800	CI	390802
39289	688801	CI	390803
39290	688802	CI	390804
39291	688803	CI	390805
39292	688804	CI	390806
39293	688805	CI	390807
39294	688806	CI	366
39295	688807	CI	5319502
39296	688808	CI	87247
39297	688809	CI	5351036
39298	688810	CI	390808
39299	688811	CI	390809
39300	688812	CI	10507857
39301	688813	CI	390811
39302	688814	CI	390812
39303	688815	CI	390813
39304	688816	CI	390814
39305	688817	CI	390815
39306	688818	CI	390816
39307	688819	CI	390817
39308	688820	CI	390818
39309	688821	CI	390819
39310	688822	CI	390820
39311	688879	CI	9572015
39312	688880	CI	390822
39313	688881	CI	390823
39314	688882	CI	390824
39315	688883	CI	390825
39316	688884	CI	390826
39317	688885	CI	390827
39318	688886	CI	390828
39319	688887	CI	390829
39320	688888	CI	390830
39321	688889	CI	390831
39322	688890	CI	390832
39323	688891	CI	390833
39324	688892	CI	390834
39325	688893	CI	390835
39326	688894	CI	390836
39327	688895	CI	390837
39328	688896	CI	390838
39329	688928	CI	5469466
39330	688929	CI	5469467
39331	688930	CI	5469468
39332	688931	CI	5469469
39333	688932	CI	5469470
39334	688933	CI	5469471
39335	688934	CI	5469472
39336	688935	CI	5469473
39337	688936	CI	5369167
39338	688937	CI	5469474
39339	688938	CI	5469475
39340	688939	CI	5469476
39341	688940	CI	5469477
39342	688941	CI	5469478
39343	688942	CI	5469479
39344	688943	CI	5469480
39345	688944	CI	5469481
39346	688945	CI	5469482
39347	688946	CI	5469483
39348	688947	CI	5469484
39349	688948	CI	5469485
39350	688949	CI	5469486
39351	688950	CI	5469487
39352	688951	CI	5469488
39353	688952	CI	5469489
39354	688953	CI	5469490
39355	688954	CI	379812
39356	688955	CM	390865
39357	688956	CM	6369700
39358	688957	CI	390867
39359	688958	CI	390868
39360	688959	CI	390869
39361	688960	CI	390870
39362	688961	CI	5469492
39363	688962	CM	390872
39364	688963	CI	390873
39365	688964	CI	390874
39366	688965	CI	379812
39367	688986	CA	nan
39368	688987	CM	54608685
39369	688990	CI	203438
39370	688991	CI	390880
39371	688992	CI	390881
39372	688993	CI	390882
39373	688994	CI	390883
39374	688995	CI	6331540
39375	688996	CI	6331541
39376	688997	CI	390886
39377	688998	CI	390887
39378	688999	CI	5466408
39379	689000	CI	390889
39380	689001	CI	390890
39381	689002	CI	390891
39382	689003	CI	390892
39383	689004	CI	11111
39384	689068	CI	390893
39385	689069	CI	390894
39386	689070	CI	390895
39387	689071	CI	390896
39388	689072	CI	390897
39389	689073	CI	390898
39390	689074	CI	390899
39391	689075	CI	390900
39392	689076	CI	390901
39393	689077	CI	390902
39394	689078	CI	390903
39395	689079	CI	390904
39396	689080	CI	390905
39397	689081	CI	390906
39398	689082	CI	390907
39399	689083	CI	390908
39400	689084	CI	390909
39401	689131	CI	390910
39402	689132	CI	390911
39403	689133	CI	390912
39404	689134	CI	390913
39405	689135	CI	390914
39406	689136	CI	390915
39407	689137	CI	390916
39408	689138	CI	390917
39409	689139	CI	390918
39410	689140	CI	390919
39411	689141	CI	390920
39412	689142	CI	390921
39413	689143	CI	390922
39414	689144	CI	390923
39415	689145	CI	390924
39416	689146	CI	390925
39417	689147	CI	390926
39418	689148	CI	390927
39419	689149	CI	5469497
39420	689150	CI	390929
39421	689151	CI	24202557
39422	689152	CI	24202558
39423	689153	CI	24202559
39424	689154	CI	24202560
39425	689155	CI	24202561
39426	689156	CI	24202562
39427	689157	CI	54608528
39428	689158	CI	54608529
39429	689159	CI	54604829
39430	689160	CI	24202566
39431	689161	CI	nan
39432	689162	CI	nan
39433	689163	CI	nan
39434	689164	CI	nan
39435	689165	CI	nan
39436	689166	CI	nan
39437	689167	CI	nan
39438	689168	CI	nan
39439	689169	CI	nan
39440	689170	CI	nan
39441	689171	CI	nan
39442	689172	CI	nan
39443	689173	CI	nan
39444	689174	CI	nan
39445	689176	CI	390930
39446	689184	CI	390931
39447	689185	CI	390932
39448	689186	CI	390933
39449	689187	CI	390934
39450	689188	CI	390935
39451	689189	CI	390936
39452	689190	CI	390937
39453	689191	CI	390938
39454	689192	CI	390939
39455	689193	CI	390940
39456	689194	CI	390941
39457	689195	CI	390942
39458	689196	CI	390943
39459	689197	CI	390944
39460	689198	CI	390945
39461	689199	CI	390946
39462	689200	CI	390947
39463	689201	CI	390948
39464	689202	CI	390949
39465	689203	CI	390950
39466	689204	CI	390951
39467	689205	CI	390952
39468	689206	CI	390953
39469	689207	CI	390954
39470	689208	CI	390955
39471	689209	CI	390956
39472	689210	CI	390957
39473	689211	CI	390958
39474	689212	CI	390959
39475	689213	CI	5469498
39476	689214	CI	390961
39477	689215	CI	390962
39478	689216	CI	390963
39479	689217	CI	390964
39480	689218	CI	5469499
39481	689219	CI	5469500
39482	689220	CI	5469501
39483	689221	CI	5469502
39484	689222	CI	5469503
39485	689223	CI	5469504
39486	689224	CI	5469505
39487	689225	CI	5469506
39488	689226	CI	5469507
39489	689227	CI	496447
39490	689228	CI	5351437
39491	689276	CI	5469508
39492	689277	CI	5469509
39493	689278	CI	5469510
39494	689279	CI	5469511
39495	689280	CI	5469512
39496	689281	CI	5469513
39497	689282	CI	5469514
39498	689283	CI	5469515
39499	689284	CI	5469516
39500	689285	CI	5469517
39501	689286	CI	5469518
39502	689287	CI	5469519
39503	689297	CI	390989
39504	689401	CI	390995
39505	689402	CI	390996
39506	689403	CI	390997
39507	689404	CI	390998
39508	689405	CI	390999
39509	689407	CI	391000
39510	689408	CI	391001
39511	689409	CI	391002
39512	689410	CI	54695483
39513	689411	CI	54694512
39514	689412	CI	54680779
39515	689414	CI	391007
39516	689415	CI	391008
39517	689416	CI	75682
39518	689417	CI	391009
39519	689418	CI	nan
39520	689419	CI	nan
39521	689420	CI	391010
39522	689421	CI	391010
39523	689422	CI	391011
39524	689423	CI	391012
39525	689424	CI	54608873
39526	689429	CI	170018
39527	689430	CI	391015
39528	689431	CI	391016
39529	689432	CI	391017
39530	689433	CI	85557
39531	689434	CI	228533
39532	689435	CI	237347
39533	689436	CI	212503
39534	689437	CI	391018
39535	689443	CI	391023
39536	689447	CI	391024
39537	689448	CI	391025
39538	689449	CI	391026
39539	689450	CI	391027
39540	689529	CI	135484939
39541	689530	CI	135484941
39542	689531	CI	9571616
39543	689532	CI	9571617
39544	689533	CI	5466413
39545	689534	CI	5803652
39546	689535	CI	5481307
39547	689536	CI	5903816
39548	689537	CI	5889737
39549	689538	CI	5843026
39550	689539	CI	6179448
39551	689540	CI	5871897
39552	689541	CI	3005301
39553	689542	CI	3005302
39554	689543	CI	3001885
39555	689544	CI	135493993
39556	689545	CI	135493994
39557	689546	CI	135493995
39558	689547	CI	135493996
39559	689548	CI	135493997
39560	689581	CI	391049
39561	689582	CI	391050
39562	689592	CI	nan
39563	689593	CI	nan
39564	689594	CI	391053
39565	689595	CI	391055
39566	689596	CI	391057
39567	689597	CI	9572016
39568	689598	CI	391060
39569	689599	CI	391062
39570	689600	CI	391064
39571	689601	CI	391066
39572	689602	CI	5469536
39573	689603	CI	5469537
39574	689604	CI	391070
39575	689605	CI	391071
39576	689606	CI	391072
39577	689607	CI	391073
39578	689608	CI	391074
39579	689609	CI	391075
39580	689610	CI	748488
39581	689611	CI	391077
39582	689612	CI	391079
39583	689613	CI	391081
39584	689614	CI	391083
39585	689615	CI	496455
39586	689616	CI	496456
39587	689617	CI	496457
39588	689618	CI	496458
39589	689619	CI	6712466
39590	689620	CI	391085
39591	689621	CI	391086
39592	689622	CI	391087
39593	689623	CI	391088
39594	689624	CI	391089
39595	689625	CI	391090
39596	689626	CI	391091
39597	689627	CI	391092
39598	689628	CI	391093
39599	689629	CI	391094
39600	689712	CI	496464
39601	689713	CI	391095
39602	689714	CI	391096
39603	689715	CI	391097
39604	689716	CI	391098
39605	689717	CI	391099
39606	689718	CI	391100
39607	689719	CI	391101
39608	689720	CI	391102
39609	689721	CI	391103
39610	689722	CI	391104
39611	689723	CI	391105
39612	689724	CI	135489882
39613	689725	CI	391107
39614	689726	CI	391108
39615	689727	CI	135418452
39616	689728	CI	391110
39617	689729	CI	391111
39618	689730	CI	496467
39619	689731	CI	54608725
39620	689732	CI	3005309
39621	689733	CI	391115
39622	689734	CI	391116
39623	689735	CI	391117
39624	689736	CI	391118
39625	689737	CI	391119
39626	689738	CI	391120
39627	689739	CI	391121
39628	689740	CI	391122
39629	689741	CI	391123
39630	689742	CI	391124
39631	689743	CI	391125
39632	689823	CI	391126
39633	689824	CI	135432523
39634	689825	CI	391128
39635	689826	CI	135401551
39636	689857	CI	391131
39637	689858	CI	391132
39638	689859	CI	5459294
39639	689860	CI	391134
39640	689861	CI	391135
39641	689862	CI	391136
39642	689863	CI	391137
39643	689864	CI	391138
39644	689865	CI	391139
39645	689866	CI	391140
39646	689867	CI	3600666
39647	689868	CI	3743024
39648	689869	CI	391143
39649	689870	CI	391144
39650	689871	CI	391145
39651	689872	CI	3734221
39652	689873	CI	4267516
39653	689874	CI	5142005
39654	689951	CI	5375572
39655	689952	CI	5469543
39656	689953	CI	5469544
39657	689954	CI	5469545
39658	689955	CI	5469546
39659	689956	CI	5469547
39660	689957	CI	5469548
39661	689958	CI	5469549
39662	689959	CI	5469550
39663	689960	CI	5469551
39664	689961	CI	5469552
39665	689962	CI	5469553
39666	689963	CI	5934069
39667	689964	CI	6290176
39668	689965	CI	5908528
39669	689966	CI	6519525
39670	689967	CI	6519527
39671	690011	CI	3005310
39672	690012	CI	391169
39673	690013	CI	391170
39674	690014	CI	391172
39675	690015	CI	391174
39676	690016	CI	391175
39677	690017	CI	5469554
39678	690018	CI	391178
39679	690019	CI	391180
39680	690020	CI	391182
39681	690021	CI	391185
39682	690022	CI	391187
39683	690023	CI	391189
39684	690024	CI	391190
39685	690025	CI	391192
39686	690026	CI	391193
39687	690027	CI	391194
39688	690028	CI	391195
39689	690029	CI	391196
39690	690030	CI	391197
39691	690031	CI	391198
39692	690032	CI	391199
39693	690033	CI	391200
39694	690046	CI	391212
39695	690073	CI	391213
39696	690111	CI	391214
39697	690112	CI	391215
39698	690113	CI	391216
39699	690114	CI	391217
39700	690115	CI	391218
39701	690116	CI	391219
39702	690117	CI	391220
39703	690118	CI	391221
39704	690119	CI	391222
39705	690120	CI	391223
39706	690121	CI	391224
39707	690122	CI	391225
39708	690123	CI	391226
39709	690124	CI	391227
39710	690125	CI	391228
39711	690126	CI	391229
39712	690127	CM	391230
39713	690128	CI	391231
39714	690129	CI	5897298
39715	690130	CI	6285115
39716	690131	CI	391234
39717	690132	CI	391235
39718	690133	CI	391236
39719	690134	CI	391237
39720	690135	CI	391238
39721	690136	CI	391239
39722	690137	CI	391240
39723	690138	CI	391241
39724	690139	CI	391242
39725	690140	CI	1241200
39726	690141	CI	1550527
39727	690142	CI	3005311
39728	690143	CI	1550529
39729	690144	CI	391247
39730	690145	CI	391248
39731	690146	CI	391249
39732	690147	CI	391250
39733	690148	CI	391251
39734	690149	CI	391252
39735	690150	CI	391253
39736	690193	CI	391254
39737	690194	CI	391255
39738	690195	CI	391256
39739	690196	CI	391257
39740	690197	CI	391258
39741	690198	CI	391259
39742	690199	CI	135482571
39743	690200	CI	135444915
39744	690201	CI	391262
39745	690202	CI	391263
39746	690203	CI	391264
39747	690204	CM	391265
39748	690205	CI	496472
39749	690206	CI	496473
39750	690207	CI	391266
39751	690208	CI	391267
39752	690209	CI	391268
39753	690210	CI	391269
39754	690211	CI	391270
39755	690212	CI	391272
39756	690224	CI	nan
39757	690225	CM	nan
39758	690226	CI	nan
39759	690227	CI	nan
39760	690229	CI	391275
39761	690235	CI	9556302
39762	690236	CI	391277
39763	690237	CI	391278
39764	690238	CI	391279
39765	690239	CI	135505144
39766	690240	CI	135419214
39767	690241	CI	9556303
39768	690242	CI	9615094
39769	690243	CI	54608530
39770	690244	CM	391288
39771	690245	CM	6519548
39772	690246	CI	6519549
39773	690247	CI	5393999
39774	690248	CI	5424902
39775	690249	CI	5539246
39776	690250	CI	391296
39777	690251	CI	391297
39778	690252	CI	5357380
39779	690253	CI	5357381
39780	690254	CI	5355385
39781	690255	CI	5356696
39782	690256	CI	5403317
39783	690257	CI	135505145
39784	690258	CI	9572017
39785	690259	CI	9572018
39786	690260	CI	9572019
39787	690261	CI	9572020
39788	690349	CI	391319
39789	690350	CI	391320
39790	690351	CI	391321
39791	690352	CI	391322
39792	690353	CI	391323
39793	690354	CI	391324
39794	690355	CI	391325
39795	690356	CI	391326
39796	690357	CI	391327
39797	690358	CI	391328
39798	690359	CI	391329
39799	690360	CI	391330
39800	690361	CI	391331
39801	690362	CI	391332
39802	690363	CI	391333
39803	690364	CI	391334
39804	690365	CI	391335
39805	690366	CI	391336
39806	690367	CI	391337
39807	690368	CI	391338
39808	690369	CI	391339
39809	690370	CI	391340
39810	690371	CI	391341
39811	690372	CI	391342
39812	690373	CI	391343
39813	690374	CI	391344
39814	690375	CI	391345
39815	690376	CI	391346
39816	690377	CI	391347
39817	690378	CI	391348
39818	690379	CI	391349
39819	690380	CI	391350
39820	690381	CI	391351
39821	690382	CI	391352
39822	690383	CI	391353
39823	690384	CI	391354
39824	690387	CI	391358
39825	690388	CI	391360
39826	690389	CI	24202567
39827	690392	CI	5469582
39828	690393	CA	391363
39829	690394	CI	391364
39830	690395	CM	5466428
39831	690396	CI	391365
39832	690397	CI	391366
39833	690398	CI	6712469
39834	690402	CI	391367
39835	690403	CI	391368
39836	690404	CI	9554122
39837	690405	CM	391370
39838	690406	CI	9571619
39839	690415	CI	5469584
39840	690556	CI	391383
39841	690557	CI	391384
39842	690558	CI	391385
39843	690559	CI	391386
39844	690560	CI	391387
39845	690561	CI	391388
39846	690562	CI	391389
39847	690563	CI	391390
39848	690564	CI	391391
39849	690565	CI	391392
39850	690566	CI	391393
39851	690567	CI	391394
39852	690568	CI	391395
39853	690569	CI	5469585
39854	690570	CI	5469586
39855	690571	CI	5469587
39856	690572	CI	5469588
39857	690573	CI	6412960
39858	690574	CI	5469590
39859	690575	CI	391402
39860	690576	CI	391403
39861	690577	CI	391404
39862	690578	CI	391405
39863	690579	CI	5469591
39864	690580	CI	5466430
39865	690581	CI	5469592
39866	690582	CI	391409
39867	690583	CI	391410
39868	690584	CI	391411
39869	690585	CI	135435949
39870	690586	CI	135441811
39871	690587	CI	135460189
39872	690588	CI	391415
39873	690589	CI	135430103
39874	690590	CI	135489885
39875	690591	CI	5466431
39876	690592	CI	391420
39877	690593	CM	391421
39878	690594	CM	391422
39879	690595	CI	391423
39880	690601	CI	nan
39881	690602	CM	nan
39882	690603	CM	nan
39883	690604	CI	nan
39884	690605	CI	3003536
39885	690606	CI	3005315
39886	690607	CI	3005316
39887	690614	CI	5469593
39888	690615	CI	5469594
39889	690616	CI	5469595
39890	690617	CI	5469596
39891	690618	CI	5469597
39892	690619	CI	5469598
39893	690620	CI	391433
39894	690622	CI	9556307
39895	690623	CI	9556308
39896	690624	CI	9556309
39897	690625	CI	9556310
39898	690633	CI	391438
39899	690634	CI	391439
39900	690635	CI	391440
39901	690645	CI	391441
39902	690646	CI	391442
39903	690647	CI	391443
39904	690648	CI	391444
39905	690649	CI	391445
39906	690650	CI	391446
39907	690651	CI	391447
39908	690652	CI	391448
39909	690653	CI	391449
39910	690654	CI	391450
39911	690655	CI	391451
39912	690656	CI	391452
39913	690657	CI	391453
39914	690658	CI	391454
39915	690659	CI	391455
39916	690660	CI	391456
39917	690661	CI	391457
39918	690662	CI	391458
39919	690663	CI	14633
39920	690664	CI	391459
39921	690665	CI	391460
39922	690666	CI	391461
39923	690667	CI	391462
39924	690668	CI	391463
39925	690669	CI	391464
39926	690670	CI	391465
39927	690671	CI	391466
39928	690672	CI	391467
39929	690673	CM	391468
39930	690674	CI	391469
39931	690675	CI	391470
39932	690676	CI	391471
39933	690677	CI	391472
39934	690678	CM	391473
39935	690679	CI	391474
39936	690680	CI	391475
39937	690681	CI	391476
39938	690682	CI	391477
39939	690683	CI	391478
39940	690684	CI	391479
39941	690685	CI	391480
39942	690686	CI	391481
39943	690687	CI	5469599
39944	690688	CI	391483
39945	690689	CI	391484
39946	690690	CI	5469600
39947	690691	CI	281135
39948	690734	CI	5469601
39949	690735	CI	5469602
39950	690736	CI	6381852
39951	690737	CI	6186635
39952	690738	CI	5469604
39953	690739	CI	6310187
39954	690740	CI	6164872
39955	690741	CI	54611915
39956	690742	CI	5469605
39957	690743	CI	5469606
39958	690744	CI	5863616
39959	690745	CI	54608517
39960	690746	CI	5469609
39961	690747	CI	5469610
39962	690748	CI	5852319
39963	690749	CI	5469612
39964	690750	CI	5469613
39965	690751	CI	5778618
39966	690752	CI	5829940
39967	690753	CI	5469614
39968	690754	CI	5934964
39969	690755	CI	5469615
39970	690756	CI	5469616
39971	690757	CI	5469617
39972	690758	CI	391510
39973	690759	CM	391511
39974	690760	CI	391512
39975	690761	CI	5469618
39976	690762	CI	391514
39977	690763	CI	391515
39978	690764	CI	391516
39979	690765	CI	391517
39980	690766	CI	391518
39981	690767	CI	391519
39982	690768	CI	391520
39983	690769	CI	391521
39984	690770	CI	391522
39985	690771	CI	391523
39986	690772	CI	391524
39987	690773	CI	391525
39988	690774	CI	391526
39989	690775	CI	391527
39990	690780	CI	391531
39991	690781	CI	391532
39992	690782	CI	391533
39993	690783	CI	391534
39994	690784	CI	391535
39995	690785	CI	391536
39996	690786	CI	10425054
39997	690787	CI	5469622
39998	690788	CI	391538
39999	690789	CI	9571620
40000	690790	CI	5466433
40001	690945	CI	20834552
40002	690946	CI	6477564
40003	690947	CI	6477565
40004	690948	CI	5923490
40005	690949	CI	9556311
40006	690950	CI	6477566
40007	690951	CI	54608719
40008	690952	CI	54608527
40009	690953	CI	5794267
40010	690954	CI	6477567
40011	690955	CI	5338236
40012	690956	CI	6477568
40013	690957	CI	5350499
40014	690958	CI	135505146
40015	690959	CM	135505147
40016	690960	CI	135489886
40017	690961	CI	3005324
40018	690962	CI	5469626
40019	690963	CI	135494002
40020	690964	CM	135447063
40021	690965	CI	135468833
40022	690966	CI	391562
40023	690967	CI	3002245
40024	690982	CI	391571
40025	690983	CI	391572
40026	690984	CI	nan
40027	690985	CI	391573
40028	690986	CI	391574
40029	691020	CI	6712473
40030	691021	CI	6712474
40031	691022	CI	391575
40032	691023	CI	391576
40033	691032	CI	391577
40034	691043	CI	391588
40035	691044	CI	391589
40036	691045	CI	391590
40037	691075	CI	391591
40038	691076	CI	135505148
40039	691077	CI	9556313
40040	691078	CI	9556314
40041	691079	CI	135494004
40042	691080	CI	3005326
40043	691081	CI	135472230
40044	691082	CI	135494005
40045	691083	CI	135494006
40046	691084	CI	135494007
40047	691085	CI	135494008
40048	691086	CI	5466438
40049	691087	CI	5466439
40050	691088	CI	391604
40051	691089	CI	391605
40052	691090	CI	3005328
40053	691091	CI	3596514
40054	691092	CI	135505149
40055	691093	CI	135505150
40056	691094	CI	3005330
40057	691095	CI	135505151
40058	691096	CI	135505152
40059	691097	CI	135505153
40060	691098	CI	135505154
40061	691099	CI	135505149
40062	691100	CI	135505150
40063	691101	CI	135505155
40064	691102	CI	5422521
40065	691103	CI	9556319
40066	691104	CI	135450456
40067	691105	CI	391619
40068	691106	CI	391620
40069	691107	CI	391621
40070	691108	CI	391622
40071	691109	CI	391623
40072	691110	CI	391624
40073	691111	CI	391625
40074	691112	CI	391626
40075	691113	CI	391627
40076	691114	CI	391628
40077	691115	CI	391629
40078	691116	CI	391630
40079	691117	CI	391631
40080	691118	CI	391632
40081	691119	CI	9571626
40082	691120	CI	6079065
40083	691121	CI	5469638
40084	691122	CI	391636
40085	691123	CI	391637
40086	691124	CI	391638
40087	691125	CI	391639
40088	691126	CI	391640
40089	691127	CI	391641
40090	691128	CI	391642
40091	691129	CI	391643
40092	691130	CI	391644
40093	691131	CI	391645
40094	691132	CI	391646
40095	691133	CI	391647
40096	691192	CI	391648
40097	691193	CI	391649
40098	691194	CI	391650
40099	691195	CM	391651
40100	691196	CI	9572024
40101	691197	CI	9572025
40102	691198	CI	9572026
40103	691199	CI	391657
40104	691201	CI	6712476
40105	691202	CI	391660
40106	691203	CI	391661
40107	691204	CI	6712477
40108	691205	CI	391663
40109	691206	CI	391664
40110	691207	CI	391665
40111	691208	CI	6712478
40112	691209	CI	391667
40113	691210	CI	391668
40114	691211	CI	391669
40115	691212	CI	391670
